-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
-802.0 -802.0
-801.0 -801.0
-802.0 -802.0
-802.0 -802.0
